reference	university	journalTitle	authors	url	singlePubMed	prTitle	sampleChange	sampleJournal	samplePR	adviceExaggeration	adviceJournal	advicePR	causationExaggeration	causationJournal	causationPR	variableGeneralization	variablesJournal	variablesPR	cure
03-11-035	Cambridge     	An activating mutation of AKT2 and human hypoglycemia	"Arya VB,Flanagan SE,Schober E,Rami-Merhar B,Ellard S,Hussain K"	http://www.ncbi.nlm.nih.gov/pubmed/24285683	0	Scientists identify cause of severe hypoglycaemia	0	1	-	0	0	0	0	6	6	0	A loss-of-function mutation in AKT2/Hypoglycemia	The AKT2 gene (a rare genetic alteration)/Severe hypoglycaemia	No
03-11-036	Cambridge     	Health effects of financial crisis: omens of a Greek tragedy	"Kentikelenis A,Karanikolos M,Papanicolas I,Basu S,McKee M,Stuckler D"	http://www.ncbi.nlm.nih.gov/pubmed/21988763	1	A Greek tragedy in health? 	-9	1	1	0	1	1	-3	6	3	0	financial crisis/health	Greek debt crisis/health of Greece's population	No
03-11-037	Cambridge     	Antimicrobial resistance to ceftazidime involving loss of penicillin-binding protein 3 in Burkholderia pseudomallei	"Chantratita N,Rholl DA,Sim B,Wuthiekanun V,Limmathurotsakul D,Amornchai P,Thanwisai A,Chua HH,Ooi WF,Holden MT,Day NP,Tan P,Schweizer HP,Peacock SJ"	http://www.ncbi.nlm.nih.gov/pubmed/21969582	1	Scientists find mechanism that leads to drug resistance in bacteria causing melioidosis 	0	6	6	0	0	0	0	6	6	0	Antimicrobial resistance/Deletion of a PBP 3 gene	Burkholderia pseudomallei (resistant bacteria)/Mechanism	No
03-11-038	Cambridge     	Targeted gene correction of '1-antitrypsin deficiency in induced pluripotent stem cells	"Eggenschwiler R,Loya K,Wu G,Sharma AD,Sgodda M,Zychlinski D,Herr C,Steinemann D,Teckman J,Bals R,Ott M,Schambach A,Scholer HR,Cantz T"	http://www.ncbi.nlm.nih.gov/pubmed/23926210	0	Clean correction of a patient's genetic mutation 	0	6	6	0	0	0	0	6	6	0	biallelic correction/correction of diseased human iPSCs.	Gene therapy/correction/Correction of mutated gene - alpha1-antitrypsin	No cure
03-11-039	Cambridge     	Constraints on Implicit Learning of Grammatical Form-Meaning Connections	--no PubMed data found--	--no PubMed data found--	1	Unconscious language learning 	0	1	1	3	0	3	2	2	4	0	awareness or non awareness of animacy (implicit or explicit) values/results from learning grammatical form-meaning connections	unconscious learning/ability to learn a new language	No
03-11-040	Cambridge     	Activation of Central Orexin/Hypocretin Neurons by Dietary Amino Acids	"Karnani MM,Apergis-Schoute J,Adamantidis A,Jensen LT,de Lecea L,Fugger L,Burdakov D"	http://www.ncbi.nlm.nih.gov/pubmed/22099463	1	3pm slump? Why a sugar rush may not be the answer 	2	8	1	3	0	3	0	6	6	0	Nutritionally Relevant Mixes of Amino Acids/orx/hcrt Neuron excitation	nutrients/orexin cell signaling	No
03-11-041	Cambridge     	Distinct Epigenomic Features in End-Stage Failing Human Hearts	"Movassagh M,Choy MK,Knowles DA,Cordeddu L,Haider S,Down T,Siggens L,Vujic A,Simeoni I,Penkett C,Goddard M,Lio P,Bennett MR,Foo RS"	http://www.ncbi.nlm.nih.gov/pubmed/22025602	1	Environment and Diet leave their prints on the heart 	0	6	6	-1	1	0	-2	2	Not mentioned	0	Left ventricular tissue from patients with ischemic and idiopathic cardiomyopathy and controls/DNA methylation	Diseased and normal hearts/Differences in DNA methylation	No
03-11-042	Cambridge     	Evaluation of the sensitivity and specificity of 11C-metomidate positron emission tomography (PET)-CT for lateralizing aldosterone secretion by Conn's adenomas	"Burton TJ,Mackenzie IS,Balan K,Koo B,Bird N,Soloviev DV,Azizan EA,Aigbirhio F,Gurnell M,Brown MJ"	http://www.ncbi.nlm.nih.gov/pubmed/22112805	1	New test could help thousands of patients with high blood pressure	0	1	1	0	0	0	-1	6	5	0	PET-CT/Primary hyperaldosteronism	PET-CT scan/Conn's syndrome	Unrelated
03-11-043	Cambridge     	The Development of Communicative and Narrative Skills Among Preschoolers: Lessons From Forensic Interviews About Child Abuse	"Hershkowitz I,Lamb ME,Orbach Y,Katz C,Horowitz D"	http://www.ncbi.nlm.nih.gov/pubmed/22181976	1	Telling the truth 	0	1	1	1	0	1	0	5	5	0	Types of prompt/	sensitive interviewing/talk informatively and accurately about experiences	No
03-11-044	Cambridge     	A novel neuroprotective therapy for Parkinson's disease using a viral noncoding RNA that protects mitochondrial complex I activity	"Kuan WL,Poole E,Fletcher M,Karniely S,Tyers P,Wills M,Barker RA,Sinclair JH"	http://www.ncbi.nlm.nih.gov/pubmed/22184634	1	Search and rescue:  scientists identify a novel therapy with potential for treating Parkinson's disease	2	8	2	0	0	0	-4	4	Not mentioned	2	Administration of a novel noncoding p137 RNA/Mitochondrial Complex I activity	Protein / RNA complex therapy/Mitochondrial survival	No
03-11-045	Cambridge     	Efficacy and safety of high-dose peanut oral immunotherapy with factors predicting outcome	"Anagnostou K,Clark A,King Y,Islam S,Deighton J,Ewan P"	http://www.ncbi.nlm.nih.gov/pubmed/21414048	1	Study shows new peanut allergy treatment works	0	1	1	-2	2	0	0	6	6	0	Oral immunotherapy/Change in tolerated dose of peanut protein after immunotherapy	desensitisation treatment/tolerated dose of peanut	No
03-11-046	Cambridge     	Human red blood cell aging: correlative changes in surface charge and cell properties	"Huang YX,Wu ZJ,Mehrishi J,Huang BT,Chen XY,Zheng XJ,Liu WJ,Luo M"	http://www.ncbi.nlm.nih.gov/pubmed/21435169	1	Test highlights benefits of new blood	0	6	6	0	1	1	0	2	2	0	Age of blood cells/Charge	Old and new red blood cells/Quality/surface integrity (indicated by the electrical charges)	No
04-11-001	Cardiff       	"Common variants at ABCA7, MS4A6A/MS4A4E, EPHA1, CD33 and CD2AP are associated with Alzheimer's disease"	"Hollingworth P,Harold D,Sims R,Gerrish A,Lambert JC,Carrasquillo MM,Abraham R,Hamshere ML,Pahwa JS,Moskvina V,Dowzell K,Jones N,Stretton A,Thomas C,Richards A,Ivanov D,Widdowson C,Chapman J,Lovestone S,Powell J,Proitsi P,Lupton MK,Brayne C,Rubinsztein DC,Gill M,Lawlor B,Lynch A,Brown KS,Passmore PA,Craig D,McGuinness B,Todd S,Holmes C,Mann D,Smith AD,Beaumont H,Warden D,Wilcock G,Love S,Kehoe PG,Hooper NM,Vardy ER,Hardy J,Mead S,Fox NC,Rossor M,Collinge J,Maier W,Jessen F,Ruther E,Schurmann B,Heun R,Kolsch H,van den Bussche H,Heuser I,Kornhuber J,Wiltfang J,Dichgans M,Frolich L,Hampel H,Gallacher J,Hull M,Rujescu D,Giegling I,Goate AM,Kauwe JS,Cruchaga C,Nowotny P,Morris JC,Mayo K,Sleegers K,Bettens K,Engelborghs S,De Deyn PP,Van Broeckhoven C,Livingston G,Bass NJ,Gurling H,McQuillin A,Gwilliam R,Deloukas P,Al-Chalabi A,Shaw CE,Tsolaki M,Singleton AB,Guerreiro R,Muhleisen TW,Nothen MM,Moebus S,Jockel KH,Klopp N,Wichmann HE,Pankratz VS,Sando SB,Aasly JO,Barcikowska M,Wszolek ZK,Dickson DW,Graff-Radford NR,Petersen RC,van Duijn CM,Breteler MM,Ikram MA,DeStefano AL,Fitzpatrick AL,Lopez O,Launer LJ,Seshadri S,Berr C,Campion D,Epelbaum J,Dartigues JF,Tzourio C,Alperovitch A,Lathrop M,Feulner TM,Friedrich P,Riehle C,Krawczak M,Schreiber S,Mayhaus M,Nicolhaus S,Wagenpfeil S,Steinberg S,Stefansson H,Stefansson K,Snaedal J,Bjornsson S,Jonsson PV,Chouraki V,Genier-Boley B,Hiltunen M,Soininen H,Combarros O,Zelenika D,Delepine M,Bullido MJ,Pasquier F,Mateo I,Frank-Garcia A,Porcellini E,Hanon O,Coto E,Alvarez V,Bosco P,Siciliano G,Mancuso M,Panza F,Solfrizzi V,Nacmias B,Sorbi S,Bossu P,Piccardi P,Arosio B,Annoni G,Seripa D,Pilotto A,Scarpini E,Galimberti D,Brice A,Hannequin D,Licastro F,Jones L,Holmans PA,Jonsson T,Riemenschneider M,Morgan K,Younkin SG,Owen MJ,O'Donovan M,Amouyel P,Williams J"	http://www.ncbi.nlm.nih.gov/pubmed/21460840	1	Understanding Alzheimer's: Genetic search uncovers five new genes	0	1	-	0	0	0	1	2	3	0	Genes/Alzheimer's disease	Genes/Alzheimer's Disease	No
04-11-002	Cardiff       	Predicting and Measuring Premises-Level Harm in the Night-Time Economy	"Moore SC,Brennan I,Murphy S"	http://www.ncbi.nlm.nih.gov/pubmed/21355007	1	Happy Hour linked to pub violence	0	1	1	2	1	3	1	2	3	0	"Features of the premises, such as; capacity, price of cheapest beer, alcohol promotions, number of visible staff on the door/levels of alcohol-related harm"	Drinking Promotions/Pub Violence	No
04-11-003	Cardiff       	Calmodulin protects against alcohol-induced pancreatic trypsinogen activation elicited via Ca2+ release through IP3 receptors	"Gerasimenko JV,Lur G,Ferdek P,Sherwood MW,Ebisui E,Tepikin AV,Mikoshiba K,Petersen OH,Gerasimenko OV"	http://www.ncbi.nlm.nih.gov/pubmed/21436055	1	Protein could be used to treat alcohol effects on pancreas	2	6	1	0	1	1	0	6	6	1	presence of the calcium sensor calmodulin/Ethanol-induced Ca2+ release	new treatment/protein/alcohol effects on the pancreas	No
04-11-004	Cardiff       	Antibiotic prescribing for discoloured sputum in acute cough/lower respiratory tract infection	"Butler CC,Kelly MJ,Hood K,Schaberg T,Melbye H,Serra-Prat M,Blasi F,Little P,Verheij T,Molstad S,Godycki-Cwirko M,Edwards P,Almirall J,Torres A,Rautakorpi UM,Nuttall J,Goossens H,Coenen S"	http://www.ncbi.nlm.nih.gov/pubmed/21406512	1	"When you cough up green or yellow phlegm you need to be prescribed antibiotics, right?"	0	1	1	0	0	0	-2	2	Not mentioned	0	"discoloured sputum (yellow, green or yellow/green) or normal sputum or no sputum/prescribed antibiotics"	coughing up green or yellow phlegm/Prescribing antibiotic treatment	No
04-11-005	Cardiff       	Enacyloxins are products of an unusual hybrid modular polyketide synthase encoded by a cryptic burkholderia ambifaria genomic island	"Mahenthiralingam E,Song L,Sass A,White J,Wilmot C,Marchbank A,Boaisha O,Paine J,Knight D,Challis GL"	http://www.ncbi.nlm.nih.gov/pubmed/21609847	1	Cystic fibrosis bacteria could help fightback against antibiotic resistance	2	6	1	0	0	0	-1	5	4	0	Enacyloxins produced by Burkholderia bacteria/Activity of enacyloxins against drug-resistant bacteria	Antibiotics produced from Burkholderia bacteria/Antibiotic activity on multi-drug resistant pathogens such as MRSA	No
04-11-006	Cardiff       	Identification of Patients With Acute Myeloblastic Leukemia Who Benefit From the Addition of Gemtuzumab Ozogamicin: Results of the MRC AML15 Trial 	"Burnett AK,Hills RK,Milligan D,Kjeldsen L,Kell J,Russell NH,Yin JA,Hunter A,Goldstone AH,Wheatley K"	http://www.ncbi.nlm.nih.gov/pubmed/21172891	1	Cardiff study suggests targeted treatment for leukaemia group	0	1	1	0	0	0	-1	1	Not mentioned	0	Adding Gemtuzumab Ozogamicin to conventional chemotherapy/Improved survival	Chemotherapy combined with Gemruzumab Ozogamincin/Survival Rates	No
04-11-007	Cardiff       	"Effectiveness of anonymised information sharing and use in health service, police, and local government partnership for preventing violence related injury: experimental study and time series analysis"	"Florence C,Shepherd J,Brennan I,Simon T"	http://www.ncbi.nlm.nih.gov/pubmed/21680632	1	"Sharing anonymised hospital data prevents violence, Cardiff study shows"	0	1	1	-1	1	0	4	2	6	0	Anonymised information sharing programme/Injury related to violence	Sharing information about the precise location and times of injury/Violence / violence related hospital admissions	No
04-11-008	Cardiff       	Dorso-lateral prefrontal gamma-amino butyric acid in men predicts individual differences in rash impulsivity	"Boy F,Evans CJ,Edden RA,Lawrence AD,Singh KD,Husain M,Sumner P"	http://www.ncbi.nlm.nih.gov/pubmed/21757187	1	Link to men's impulsive brains uncovered by Cardiff scientists	0	1	1	0	0	0	1	2	3	0	"Scores on urgency, or any of the other three impulsivity facets/GABA levels in any of the three candidate brain regions (dlPFC, IFG and ACC)"	Responses on an  impulsivity questionnaire/GABA concentrations in a specific part of men's brains	No
04-11-009	Cardiff       	Suppression of apoptosis inhibitor c-FLIP selectively eliminates breast cancer stem cell activity in response to the anti-cancer agent TRAIL	"Piggott L,Omidvar N,Marti Perez S,Eberl M,Clarkson RW"	http://www.ncbi.nlm.nih.gov/pubmed/21914219	1	PhD student discovers breast cancer's 'Achilles heel'	0	6	6	0	0	0	-2	6	4	0	C-FLIP inhibition/Primary tumourgenesis and the seeding of new tumour growth at distal sites leading to metastatic disease	Suppression of the effect of c-FLIP/Seeding of new tumours	No
04-11-010	Cardiff       	Genome-wide association study identifies five new schizophrenia loci	"Guella I,Sequeira A,Rollins B,Morgan L,Torri F,van Erp TG,Myers RM,Barchas JD,Schatzberg AF,Watson SJ,Akil H,Bunney WE,Potkin SG,Macciardi F,Vawter MP"	http://www.ncbi.nlm.nih.gov/pubmed/23786914	0	Common genetic variations linked to both schizophrenia and bipolar risk	0	1	1	0	0	0	4	2	6	0	Schizophrenia/Genetic variations	Schizophrenia/Genetic variations	No
04-11-011	Cardiff       	De novo CNV analysis implicates specific abnormalities of postsynaptic signalling complexes in the pathogenesis of schizophrenia	"Kirov G,Pocklington AJ,Holmans P,Ivanov D,Ikeda M,Ruderfer D,Moran J,Chambert K,Toncheva D,Georgieva L,Grozeva D,Fjodorova M,Wollerton R,Rees E,Nikolov I,van de Lagemaat LN,Bayes A,Fernandez E,Olason PI,Bottcher Y,Komiyama NH,Collins MO,Choudhary J,Stefansson K,Stefansson H,Grant SG,Purcell S,Sklar P,O'Donovan MC,Owen MJ"	http://www.ncbi.nlm.nih.gov/pubmed/22083728	1	DNA study shows link between schizophrenia and memory processes	0	1	1	0	0	0	3	3	6	0	CNVs/Schizophrenia	Genetic mutations/Schizophrenia	No
04-11-012	Cardiff       	Intelligence across childhood in relation to illegal drug use in adulthood: 1970 British Cohort Study	"White J,Batty GD"	http://www.ncbi.nlm.nih.gov/pubmed/22086967	1	High IQ girls 'twice as likely' to take drugs in their 30s	0	1	1	0	0	0	0	2	2	0	IQ score/ilicit drug use	childhood IQ scores/ilicit drug use	No
04-11-013	Cardiff       	"Corruption, automobility cultures, and road traffic deaths: the perfect storm in rapidly motorizing countries?"	--no PubMed data found--	--no PubMed data found--	1	Road traffic deaths and injuries: a cultural explanation	0	1	1	0	2	2	0	Not mentioned	Not mentioned	0	"Cultures of automobility/Road traffic deaths and injuries,"	Culture[/country]/Rates of road traffic deaths and injuries	No
04-11-015	Cardiff       	Investigating the Contribution of Common Genetic Variants to the Risk and Pathogenesis of ADHD 	"Stergiakouli E,Hamshere M,Holmans P,Langley K,Zaharieva I,Hawi Z,Kent L,Gill M,Williams N,Owen MJ,O'Donovan M,Thapar A"	http://www.ncbi.nlm.nih.gov/pubmed/22420046	1	New ADHD findings 	0	1	1	0	0	0	1	3	4	0	single nucleotide polymorphism and copy number variants/ADHD diagnosis	specific and common genetic variations/ADHD risk	No
04-11-016	Cardiff       	"Impact of offending trajectories on health: disability, hospitalisation and death in middle-aged men in the Cambridge Study in Delinquent Development"	"Piquero AR,Shepherd I,Shepherd JP,Farrington DP"	http://www.ncbi.nlm.nih.gov/pubmed/21452338	1	Price of crime for middle-aged	0	1	1	0	1	1	4	2	6	0	offending trajectories/Injury and illness	repeat offending/health	No
04-11-017	Cardiff       	Real-Time Functional Magnetic Resonance Imaging Neurofeedback for Treatment of Parkinson's Disease	"Subramanian L,Hindle JV,Johnston S,Roberts MV,Husain M,Goebel R,Linden D"	http://www.ncbi.nlm.nih.gov/pubmed/22072682	1	Re-training the brain 	0	1	1	0	0	0	-2	6	4	0	neurofeedback/improvement of motor functions	neurofeedback/motor function improvement	No
04-11-018	Cardiff       	"Combined androgen deprivation therapy and radiation therapy for locally advanced prostate cancer: a randomised, phase 3 trial"	"Subramanian L,Hindle JV,Johnston S,Roberts MV,Husain M,Goebel R,Linden D"	http://www.ncbi.nlm.nih.gov/pubmed/	0	Preventing prostate cancer death	0	1	1	-2	2	0	0	6	6	0	androgen deprivation therapy vs androgen deprivation therapy and radiotherapy/death rate	Combining radiotherapy and hormone therapy/chances of dying from prostate cancer	No
05-11-001	Edinburgh     	Chlamydia trachomatis Infection Increases Fallopian Tube PROKR2 via TLR2 and NF'B Activation Resulting in a Microenvironment Predisposed to Ectopic Pregnancy	"Shaw JL,Wills GS,Lee KF,Horner PJ,McClure MO,Abrahams VM,Wheelhouse N,Jabbour HN,Critchley HO,Entrican G,Horne AW"	http://www.ncbi.nlm.nih.gov/pubmed/21224062	1	Chlamydia and ectopic pregnancy link	1	6	1	1	0	1	0	6	6	0	Chlamydia trachomatis/tubal expression of PROKR2	Chlamydia/Ectopic pregnancy	No
05-11-002	Edinburgh     	Suppression of Avian Influenza Transmission in Genetically Modified Chickens 	"Lyall J,Irvine RM,Sherman A,McKinley TJ,Nunez A,Purdie A,Outtrim L,Brown IH,Rolleston-Smith G,Sang H,Tiley L"	http://www.ncbi.nlm.nih.gov/pubmed/21233391	1	Study offers hope for tackling bird flu	0	5	5	0	0	0	4	Not mentioned	4	0	"Gene modification - short hairpin RNA molecule, decoy 5/pathogenic avian influenza (HPAI) infection"	gene that produced a small 'decoy' molecule/Spread of avian flu	No
05-11-003	Edinburgh     	Circadian rhythms persist without transcription in a eukaryote	"O'Neill JS,van Ooijen G,Dixon LE,Troein C,Corellou F,Bouget FY,Reddy AB,Millar AJ"	http://www.ncbi.nlm.nih.gov/pubmed/21270895	1	Scientists pinpoint ancient body clock	1	6	6	1	0	1	0	Not mentioned	Not mentioned	1	oxidation of peroxiredoxin proteins via the presence or absence of darkness/PRX oxidation rythmns	DNA activity determined by presence or absence of darkness/Circadian clocks	No
05-11-004	Edinburgh     	Genetic Variance in a Component of the Language Acquisition Device: ROBO1 Polymorphisms Associated with Phonological Buffer Deficits 	"Bates TC,Luciano M,Medland SE,Montgomery GW,Wright MJ,Martin NG"	http://www.ncbi.nlm.nih.gov/pubmed/20949370	1	Language learning influenced by genes 	1	1	1	0	0	0	0	6	6	0	SNPs in ROBO1/Language acquisition	ROBO1 gene/Language learning	No
05-11-005	Edinburgh     	Palladium-mediated intracellular chemistry	"Yusop RM,Unciti-Broceta A,Johansson EM,Sanchez-Martin RM,Bradley M"	http://www.ncbi.nlm.nih.gov/pubmed/21336331	0	Device delivers new way to treat cancer	0	6	6	0	0	0	6	Not mentioned	6	0	Pd0-based heterogeneous catalyst with the ability to cross cell membranes/Pd0-mediated allylcarbamate cleavage within cells	Device which delivers palladium/Reactions in cells	No
05-11-006	Edinburgh     	Retinoid-independent motor neurogenesis from human embryonic stem cells reveals a medial columnar ground state	"Patani R,Hollins AJ,Wishart TM,Puddifoot CA,Alvarez S,de Lera AR,Wyllie DJ,Compston DA,Pedersen RA,Gillingwater TH,Hardingham GE,Allen ND,Chandran S"	http://www.ncbi.nlm.nih.gov/pubmed/21364553	1	Study gives insight into motor neurons	0	6	6	0	0	0	0	Not mentioned	Not mentioned	0	retinoid signalling/MN induction	absence of retinoic acid/generating motor neaurons	No
05-11-007	Edinburgh     	Host Defense against Viral Infection Involves Interferon Mediated Down-Regulation of Sterol Biosynthesis	"Blanc M,Hsieh WY,Robertson KA,Watterson S,Shui G,Lacaze P,Khondoker M,Dickinson P,Sing G,Rodriguez-Martin S,Phelan P,Forster T,Strobl B,Muller M,Riemersma R,Osborne T,Wenk MR,Angulo A,Ghazal P"	http://www.ncbi.nlm.nih.gov/pubmed/21408089	1	Curbing cholesterol could combat infections	2	6	2	1	0	1	-2	6	4	0	IFN treatment/sterol pathway downregulation	viral infection/cholesterol levels	No
05-11-008	Edinburgh     	Novel Fat Depot'Specific Mechanisms Underlie Resistance to Visceral Obesity and Inflammation in 11'-Hydroxysteroid Dehydrogenase Type 1'Deficient Mice 	"Wamil M,Battle JH,Turban S,Kipari T,Seguret D,de Sousa Peixoto R,Nelson YB,Nowakowska D,Ferenbach D,Ramage L,Chapman KE,Hughes J,Dunbar DR,Seckl JR,Morton NM"	http://www.ncbi.nlm.nih.gov/pubmed/21350084	1	Study shapes understanding of body fat 	2	4	1	1	0	1	0	6	6	0	"levels of  11BetaHSD1, altered through high fat diets/fat cell size"	presence of the protein 11BetaHSD1/levels of fat tissue	No
05-11-009	Edinburgh     	A Critical Role for Neurofascin in Regulating Action Potential Initiation through Maintenance of the Axon Initial Segment	"Zonta B,Desmazieres A,Rinaldi A,Tait S,Sherman DL,Nolan MF,Brophy PJ"	http://www.ncbi.nlm.nih.gov/pubmed/21382554	1	Study sheds light on brain signalling	2	4	2	0	0	0	0	6	6	0	Neurofascin186 (Nfasc186)/Breakdown of the AIS complex	A protein/Health and function of the segment of nerve fibres that controls the transmission of messages within the brain	No
05-11-010	Edinburgh     	Implementation of a Sensitive Troponin I Assay and Risk of Recurrent Myocardial Infarction and Death in Patients With Suspected Acute Coronary Syndrome 	"Mills NL,Churchhouse AM,Lee KK,Anand A,Gamble D,Shah AS,Paterson E,MacLeod M,Graham C,Walker S,Denvir MA,Fox KA,Newby DE"	http://www.ncbi.nlm.nih.gov/pubmed/21427373	1	Blood test identifies more heart attacks	0	1	1	0	0	0	0	6	6	0	"Plasma troponin I concentrations were measured by Abbott Architect assays, two phases (validation and implementation to represent the two concentration levels that were tested)/Clinical characteristics, cardiovascular risk factors, and medication on admission"	sensitive blood tests/identifying heart muscle damage	No
05-11-011	Edinburgh     	11beta-hydroxysteroid dehydrogenase type 1 deficiency prevents memory deficits with aging by switching from glucocorticoid receptor to mineralocorticoid receptor-mediated cognitive control.	"Yau JL,Noble J,Seckl JR"	http://www.ncbi.nlm.nih.gov/pubmed/21411659	1	Study sheds light on memory loss	2	4	1	0	0	0	-6	6	Not mentioned	0	glucocorticoids/age related memory deficits	level of the stress hormone cortisol/memory loss	No
05-11-012	Edinburgh     	ApoE isoform-specific regulation of regeneration in the peripheral nervous system 	"Comley LH,Fuller HR,Wishart TM,Mutsaers CA,Thomson D,Wright AK,Ribchester RR,Morris GE,Parson SH,Horsburgh K,Gillingwater TH"	http://www.ncbi.nlm.nih.gov/pubmed/21478199	1	Gene find could aid nerve repair 	2	4	1	0	0	0	0	6	6	0	human apoE3 and human apoE4 expression/protein expression levels	Gene/how quickly a person's nerves can regenerate after injury or disease.	No
05-11-013	Edinburgh     	Particle Traps Prevent Adverse Vascular and Prothrombotic Effects of Diesel Engine Exhaust Inhalation in Men	"Lucking AJ,Lundback M,Barath SL,Mills NL,Sidhu MK,Langrish JP,Boon NA,Pourazar J,Badimon JJ,Gerlofs-Nijland ME,Cassee FR,Boman C,Donaldson K,Sandstrom T,Newby DE,Blomberg A"	http://www.ncbi.nlm.nih.gov/pubmed/21482966	1	Filtering fumes could reduce heart attacks	0	1	-	0	1	1	0	6	6	0	Filtered/unfiltered diesel exhaust/Measures of cardiovascular health	Filtering fumes with a diesel echaust trap (or not)/Effects on the heart	No
05-11-014	Edinburgh     	Transmission Stages Dominate Trypanosome Within-Host Dynamics during Chronic Infections	"MacGregor P,Savill NJ,Hall D,Matthews KR"	http://www.ncbi.nlm.nih.gov/pubmed/21501830	1	Parasite sheds light on sleeping sickness	0	8	5	0	0	0	-3	3	Not mentioned	1	transmission stages/trypanosome morphologies	the surroundings/survival strategy	No
05-11-015	Edinburgh     	"Local macrophage proliferation, rather than recruitment from the blood, is a signature of Th2 inflammation"	"Jenkins SJ,Ruckerl D,Cook PC,Jones LH,Finkelman FD,van Rooijen N,MacDonald AS,Allen JE"	http://www.ncbi.nlm.nih.gov/pubmed/21566158	1	Study reveals new form of inflammation	0	4	-	0	0	0	-6	6	Not mentioned	0	infection/rapid proliferative expansion of macrophages (innate mechanism of inflammation)	 injury and infection/new form of inflammation	No
05-11-016	Edinburgh     	 Effect of Socioeconomic Status on Mortality Among People With Type 2 Diabetes: A study from the Scottish Diabetes Research Network Epidemiology Group  	"Walker JJ,Livingstone SJ,Colhoun HM,Lindsay RS,McKnight JA,Morris AD,Petrie JR,Philip S,Sattar N,Wild SH"	http://www.ncbi.nlm.nih.gov/pubmed/21421800	0	Study links wealth to diabetes death risk	0	1	1	0	0	0	-1	2	1	0	Diabetes status/Mortality	Diabetes/Risk of death	No
15-11-017	Oxford        	Modality-Independent Coding of Spatial Layout in the Human Brain	"Wolbers T,Klatzky RL,Loomis JM,Wutte MG,Giudice NA"	http://www.ncbi.nlm.nih.gov/pubmed/21620708	0	Spatial awareness not reliant on just sight	0	1	1	0	0	0	1	4	5	1	visual versus haptic exploration/PPA and RSC response	sensory modality/spatial awareness	No
05-11-018	Edinburgh     	Sero-Prevalence and Incidence of A/H1N1 2009 Influenza Infection in Scotland in Winter 2009'2010	"McLeish NJ,Simmonds P,Robertson C,Handel I,McGilchrist M,Singh BK,Kerr S,Chase-Topping ME,Sinka K,Bronsvoort M,Porteous DJ,Carman W,McMenamin J,Leigh-Brown A,Woolhouse ME"	http://www.ncbi.nlm.nih.gov/pubmed/21687661	1	"Two million had swine flu, study shows"	0	1	1	1	0	1	0	Not mentioned	Not mentioned	0	serum samples/ A/H1N1 2009-specific antibodies	Blood samples/H1N1 antibodies	No
05-11-019 	Edinburgh     	Length-Dependent Retention of Carbon Nanotubes in the Pleural Space of Mice Initiates Sustained Inflammation and Progressive Fibrosis on the Parietal Pleura 	"Murphy FA,Poland CA,Duffin R,Al-Jamal KT,Ali-Boucetta H,Nunes A,Byrne F,Prina-Mello A,Volkov Y,Li S,Mather SJ,Bianco A,Prato M,Macnee W,Wallace WA,Kostarelos K,Donaldson K"	http://www.ncbi.nlm.nih.gov/pubmed/21641383	1	"Nanotubes pose health risk, study shows"	2	4	1	0	0	0	0	6	6	0	Carbon nanotubes (CNTs)/pleural response	length of carbon nanotubes/cancer in the lining of the lung	No
05-11-020	Edinburgh     	Schema-Dependent Gene Activation and Memory Encoding in Neocortex	"Tse D,Takeuchi T,Kakeyama M,Kajii Y,Okuno H,Tohyama C,Bito H,Morris RG"	http://www.ncbi.nlm.nih.gov/pubmed/21737703	1	Study offers clues on memory puzzle	2	4	1	0	0	0	0	6	6	1	Learning of new/ paired associates/Immediate early gene activation	Learning about things related to what we already know / unfamiliar things/Activation of a key uiset of genes in the brain	No
05-11-021	Edinburgh     	Combustion-derived nanoparticulate induces the adverse vascular effects of diesel exhaust inhalation	"Mills NL,Miller MR,Lucking AJ,Beveridge J,Flint L,Boere AJ,Fokkens PH,Boon NA,Sandstrom T,Blomberg A,Duffin R,Donaldson K,Hadoke PW,Cassee FR,Newby DE"	http://www.ncbi.nlm.nih.gov/pubmed/21753226	1	Diesel particles pose heart risks	2	8	-	3	0	3	0	6	6	1	Diesel exhaust particulate/forearm blood flow and vasorelaxation	nanoparticles in diesel exhaust fumes/damage to blood vessels	No
05-11-022	Edinburgh     	The trypanocidal drug suramin and other trypan blue mimetics are inhibitors of pyruvate kinases and bind to the adenosine site	"Morgan HP,McNae IW,Nowicki MW,Zhong W,Michels PA,Auld DS,Fothergill-Gilmore LA,Walkinshaw MD"	http://www.ncbi.nlm.nih.gov/pubmed/21733839	1	Fresh insight into sleeping sickness	1	8	-	0	0	0	-4	4	Not mentioned	1	Four chemically related dye-like molecules including suramin/Binding modes of the dyes	The drug Suramin used to kill Trypanosoma brucei which causes sleeping sickness/The protein the drug binds to	No
